id	filename	md5	size	state
ac282b3d-38f7-4250-9cf0-1d038de969d5	2b9f49c4-8ee5-4b35-a8ad-6af19f968109.mirbase21.mirnas.quantification.txt	7fe11585e72c04aac918caf7fc646835	50292	released
3aae29dc-8221-4ed9-bed5-de9c87b04de1	93424312-95c8-428a-a4f3-4a484142afd5.mirbase21.mirnas.quantification.txt	944d2789ec882b12e4d84f1aef79a8ae	50202	released
31d270ff-e9c5-4750-b5b4-2858d3ae0423	3e5cf152-f4f6-4d86-9b78-65dfcda0faac.mirbase21.mirnas.quantification.txt	4157f5aa677ea0ecbd187e717d2533d7	50198	released
8f31c9d6-579a-497d-b3eb-375a58959523	c995f6fe-16d7-44c8-8748-ef99ef7ab715.mirbase21.mirnas.quantification.txt	2ad51a93c0a4424890fccb2184447552	50238	released
46aa42ba-0094-42b9-b94f-bc967c34049b	872ecf21-ff62-4543-bd6b-7fd2c1b50910.mirbase21.mirnas.quantification.txt	5b0c5b14ef47b8f9ee1620c874db2984	50184	released
633249de-038a-4894-8e8a-4515f836a1d8	adf4dcda-7cee-47f9-a11a-4bf29161ed14.mirbase21.mirnas.quantification.txt	36d7dce58aeeb2d7ec429a3a2d92bfbb	50400	released
9591f1c0-0538-4431-abd2-1dfb2e98f5db	0a1b2fd4-1d0e-4e52-b74f-0941dc8a0851.mirbase21.mirnas.quantification.txt	9cf058e3d301caa179c66db9fbfd6aca	50244	released
bc5a42b7-e5a0-4186-889d-0d4802a6f87a	00b40bbf-1d2e-4328-b4a7-9758b7fe6316.mirbase21.mirnas.quantification.txt	fdbd0a44feb52d90d9155122fcfe0bb7	50257	released
076a5595-4ccf-4ff6-94df-1b8107f0c0a0	6cbb3720-4764-4fee-8dab-7d02a6b8a83d.mirbase21.mirnas.quantification.txt	f2d8b9850139732110667a8e471fd681	50250	released
6d8f2052-2367-40fd-bbe8-3ce75ac1f50a	58013f9b-e6be-410c-be65-0397e0de8d75.mirbase21.mirnas.quantification.txt	567fec59f781c9490d350cb7868fd288	50276	released
69e11162-06b0-4d7b-acdd-11c6241e0ac7	3ce35754-ecf9-4a5e-a46f-c81583751045.mirbase21.mirnas.quantification.txt	1aba63e7308ecc2f88e7199e511e5d7e	50252	released
40455b7f-8ce9-4bb4-b16e-7f9618ed3d3f	62dd0d2b-7f9e-48bb-a5cd-37ae730bd695.mirbase21.mirnas.quantification.txt	91ab50f3e0c90e46b87712052985c80f	50267	released
52a5c645-dd80-4eec-8963-58622a3b4d17	60ae7d37-4706-4481-b5e3-cf871dbb755a.mirbase21.mirnas.quantification.txt	3c639633c2b29070e4fbdf9b0e49dff1	50368	released
7eb5668f-f9e4-4ea6-a55a-6349b56fd5ed	48283c21-1196-4ff0-8933-c6ca752cd6fa.mirbase21.mirnas.quantification.txt	3d4a707356be4990aff193a2c61c0254	50393	released
d779e004-d815-40e1-8671-0d542e35324f	fbc13db0-88f0-432f-9320-2ccbb598aa66.mirbase21.mirnas.quantification.txt	239e0297464ee2a1c7dfb78189ca2a40	50382	released
a62422d5-54f0-42c4-8f2d-3414899045a1	27d7f4e0-d8e7-4bd0-be4f-aa6045ddc988.mirbase21.mirnas.quantification.txt	e9a968870f22869767b1d457483cca99	50305	released
b569e0e8-e736-42d5-a28a-bd3c9e38b6fd	c93fd51c-1f9b-4841-8d14-07cdf86b26e5.mirbase21.mirnas.quantification.txt	bad179886813fef39acbd38098058517	50288	released
8f3d2806-6f7e-4d7a-b7e6-73c9aef973f0	25f31218-f913-4949-bced-c4d17d26774c.mirbase21.mirnas.quantification.txt	37931749d46bfdf523076e58d02c0cbe	50266	released
59ffa2e6-fadf-4c70-beaf-11dda1a0e4ad	e0a9ab72-0527-40c7-b9d9-9fa7b90489f7.mirbase21.mirnas.quantification.txt	e00b791198e06cddb3f735d10163048b	50440	released
a152a4ea-e1c1-4254-89ac-2e22eba644e3	afd496ba-75fd-4e56-a638-950b7b74fef6.mirbase21.mirnas.quantification.txt	352fdc62db1c03ef60a2a0bfcd670ece	50149	released
948a26ab-4d38-4a9a-bba3-33f519a9f265	568d85e1-d7e1-41e5-8b98-b7a234420a46.mirbase21.mirnas.quantification.txt	cd30898830a6d3f2bd33746f1434bd80	50254	released
932e6eca-74a5-4b86-8fe2-9d44562c0c13	e0d34a08-d259-4ac0-b593-1ae39b1f99f2.mirbase21.mirnas.quantification.txt	f835046a7ec791dcd973b3bd0da11177	50314	released
b242df7f-724c-4559-8309-52361f4249c1	3b924b42-7448-4095-8b00-77e7f45be797.mirbase21.mirnas.quantification.txt	b5cb96ec3929819e9b8d93d731b8b827	50262	released
8d61de7b-c8f1-45f6-9a5c-10cc6bc8203f	920954ae-6aae-4042-9dc1-32cd352ef54f.mirbase21.mirnas.quantification.txt	9fa8e260d715d8c9f80000b8cc728be2	50465	released
5fcd34b8-dc34-47f7-9218-ffad6c729eb9	08288a85-719a-4a87-a05d-4d7464a42294.mirbase21.mirnas.quantification.txt	874f6b75f661f2701dcf0858e346d67e	50352	released
31753bf9-0084-4de9-a969-b617196e31e9	2d9e4aca-631e-4921-992b-039b902493eb.mirbase21.mirnas.quantification.txt	3f4a4e550343549cc63123581c1bde3c	50411	released
d331e090-24ff-4c59-ac21-8e5d1c3aca53	cef32315-f601-4ecd-b890-6fc1ba953abf.mirbase21.mirnas.quantification.txt	8dbc0b18a159d84acf8ca5f8404cc49e	50206	released
604b35f7-edbc-4322-8e45-8d569766f310	9f67f6fa-76f3-49c0-9b12-840301af4497.mirbase21.mirnas.quantification.txt	b92114a0504ec19bfc44608e9762030c	50318	released
83d83d57-74cc-4204-9a2c-dc6b249292b7	248bdc56-422e-4caa-8738-0efd1175a8b2.mirbase21.mirnas.quantification.txt	ad2249d45b50c90236df78d6f98da28a	50296	released
6ac3de5f-37e3-40af-b460-36f40bf9e641	e21605f2-dd84-48fd-a9ea-101204594967.mirbase21.mirnas.quantification.txt	49a6d0da1d5863746419be7317b31e83	50339	released
a27a6a74-72f8-400d-97cc-451205d75431	4b7b67dd-8a03-40b9-8498-836665aa2224.mirbase21.mirnas.quantification.txt	8d87dd5706b5b87b35bb3b614ffa96a4	50270	released
b2b5ee19-3b23-4b26-b06a-6e2c8371679a	04f00167-0620-4f65-90a7-4102af07e097.mirbase21.mirnas.quantification.txt	a1ed2b9f1d83b30200b7ad15f430ea70	50312	released
eb0b5c20-fb63-4828-b9ea-ddbb4a0ddc1f	47d074f3-10da-4606-a058-eb95532f3405.mirbase21.mirnas.quantification.txt	467dac2eb461674eeb1583453290690a	50362	released
34f2c6a9-9fb0-4937-9329-096cc08a7831	76e890d1-da8d-4a59-ba92-0969154eb4fa.mirbase21.mirnas.quantification.txt	9cd94d73e235f758b2cf339146ac69ca	50191	released
d7191bbb-2378-4c09-870f-101dcd11020c	a6340fc7-af4c-4efc-8846-4279d15cf74a.mirbase21.mirnas.quantification.txt	610cab12bfa343fa133ee2b210dc11d6	50277	released
441ab69e-d277-464c-bf01-18e95eb1e5f6	2c9272ba-2dd6-46cf-9177-51e7db8eefc7.mirbase21.mirnas.quantification.txt	c5da8794fab2bc72778caa7c0098b537	50291	released
8b33ac98-8cb4-4347-a82d-955993f9bf3e	d452623a-879e-4e5d-8799-ae3a352c918f.mirbase21.mirnas.quantification.txt	00eac567b795f11df595ead4db3201b9	50226	released
d4f4180c-aed8-43ea-b432-1de92943a0c0	9413a83c-2ca9-4372-a9b9-3a6326078509.mirbase21.mirnas.quantification.txt	f06c290fe244357e2248578c2b1c8890	50315	released
3cd64e93-9a3e-4b13-b406-5f9ee61019be	59fbd3f0-f888-4ed0-93a6-0efa4192bb70.mirbase21.mirnas.quantification.txt	dd66e6cd5d4e81f3b92bac85717ac750	50316	released
0f256cbd-099e-4a64-a9c1-7888b387efd2	bc9bcf1c-ee67-4145-9ce3-cf2020952385.mirbase21.mirnas.quantification.txt	5db333e1a5ec4290816a867939c96236	50163	released
