id	filename	md5	size	state
5c05bf97-252a-4197-a189-205a05614aa8	c727c25b-cd4d-4277-bf33-ce680cf91b15.mirbase21.mirnas.quantification.txt	2b5729f58d44242242d1347892f7d4b7	50390	released
894a08b4-33e4-473e-9596-88edac0bd69d	7f09f556-ffd3-42be-9bd5-d7e514fee6b1.mirbase21.mirnas.quantification.txt	04fd4997977cc30aa4dae62170bd8216	50197	released
37099ded-033c-4fda-b5ee-d2d0615e1b81	5af2a874-67c8-430a-a9ee-ad87496af005.mirbase21.mirnas.quantification.txt	3412d89fe8102c620387fa9782a72df6	50379	released
6b1a6bce-427d-45ec-aeb5-0d858057fb3e	15e81180-df14-4d8d-88b9-1bed3e00af5b.mirbase21.mirnas.quantification.txt	d6e9dbe4fc5d9f913827e86c09d8f5ae	50319	released
5e4bea92-f9f4-452a-ad58-03d40f27a96d	eae01809-211a-4b69-a9cd-cdba4307c529.mirbase21.mirnas.quantification.txt	178eb9809a0a11540aaf50686c18aadd	50242	released
22fef4a6-7a83-4db1-9488-6cf47a6e563e	dccd3906-9e6a-4b31-9084-8a7d82b6633e.mirbase21.mirnas.quantification.txt	d96fdff654c7b7d085f8ecf57cc7c80e	50219	released
fe21d28f-84f6-4cdf-a299-1ab05443ae74	e4c73412-e592-4832-945c-6b6b106a6087.mirbase21.mirnas.quantification.txt	85921986fb758fe86c5a2eb945e94539	50290	released
c3315961-8a21-4008-8eea-f14d5291b810	04455772-b474-444e-a97f-f6a987f7d9bc.mirbase21.mirnas.quantification.txt	6994c5fbf9709bf7bf4fe8c623360910	50131	released
182484bd-19dc-4187-9bfb-9ccf8107e54a	ea141ffa-0c31-4898-84b1-8b8c91dc8493.mirbase21.mirnas.quantification.txt	74c3457ec4ac0630238c91dbba661eb5	50203	released
cc79ac36-af8b-40c1-9cf8-602ab3a16501	843eb030-25b2-4db2-9d4c-aff2de14a3a8.mirbase21.mirnas.quantification.txt	d61b1f61f1f29da2fdf5c200f8740358	50285	released
dcee0a69-2a49-43a0-a529-925260c7660f	e729d455-774b-43ef-90ed-c44e9916e4a5.mirbase21.mirnas.quantification.txt	c651f229acf2f395af57e69e48ae9b98	50223	released
dda12f3c-db24-444f-903f-e228c2242a8e	7568969e-d36d-4fae-aab9-bd4809a4f3c8.mirbase21.mirnas.quantification.txt	958d9295434b7700c7ee7348a9993a2c	50340	released
ae737faf-67f8-4a66-aa17-17905d77b001	c079f26c-8ea4-422a-b8f8-9ac958b94175.mirbase21.mirnas.quantification.txt	cec6fe5f5082f63a69bd6c1d4099606c	50276	released
69021d61-7803-40ec-a8e0-c0ba4659a631	c3ee2d72-ca3b-4ac8-9055-b5231c697d95.mirbase21.mirnas.quantification.txt	726df13a3b75a2433f695eea5d330b10	50330	released
fe3f4cdc-f060-4940-9340-cd51df0dd07e	a6f1d4ee-b216-4b96-95a6-5705662254d7.mirbase21.mirnas.quantification.txt	8d8089b2ac9f8c82b7b3b752dbf23e3b	50376	released
8c4d0274-17c9-41b5-828f-ac9362f8173d	decdc1db-5618-49ba-9c24-918753d0962b.mirbase21.mirnas.quantification.txt	a0a49c8eb790de35cb8d1059aaf2cb47	50266	released
b1af2e81-0179-4e4b-8403-dfd6221f1b91	5a2d3b47-2444-477c-b014-692fd8146e7c.mirbase21.mirnas.quantification.txt	99410ecc0f97975fafbbe45b6a93ee31	50318	released
178d27ac-02ba-401e-9e1f-9c76c40e5225	aa52cb4e-fabe-4679-8446-d66727e7ce4f.mirbase21.mirnas.quantification.txt	faba821ed36e4cc699957efb97c68b18	49983	released
70a09bf6-71e5-452d-a29b-83c093929cc4	21847061-2f16-42b2-b636-0b7e4b6cbe2a.mirbase21.mirnas.quantification.txt	dbbe723f99f03feaa5b7197d5ddc879f	50329	released
602518a5-f958-440c-8303-70daf783dcf8	28601318-ef22-4e2e-95eb-b983a3cd14e6.mirbase21.mirnas.quantification.txt	05b0535d65faee3ae708d3a2017351e9	50380	released
0584070f-4acc-4be6-8045-12d72a30b326	6a4f3e9f-7294-4743-9037-051fa4fa8d1e.mirbase21.mirnas.quantification.txt	74f881e2a30e1ad9f35e3d38866684fd	50166	released
35d2eaa7-46e2-4bb4-bd8d-8bed84893751	bcb70506-537f-49ad-8bd9-256c53017850.mirbase21.mirnas.quantification.txt	ff8fec553b6b59b4abcd68474294489a	50191	released
e71aabe2-cee2-465a-9e66-33a508d2ae88	863a0056-21c9-4719-9505-131b22987987.mirbase21.mirnas.quantification.txt	763d95a71e6f3bb70e8538f3bc9d7a21	50149	released
40da83d4-80b1-4b1a-8b88-dead58be25a7	b6ddb669-a81d-4818-858e-4b2373e20ec0.mirbase21.mirnas.quantification.txt	cd375fd0e5471ac25378bf22067c976f	50114	released
99ed79eb-a367-4c6f-9754-951595187a05	75d8e569-8968-48b7-a483-92d53785cc0b.mirbase21.mirnas.quantification.txt	228d000e9f66bb671bc2e34a9fac0f8e	50284	released
fc5aad47-3503-4811-bbdf-e226d64dff62	0788bc76-03da-467e-895c-fec98b5a0448.mirbase21.mirnas.quantification.txt	afec8332acd8a2167e2c8543aba197c7	50291	released
